STATE/UT,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,BURGLARY,THEFT,RIOTS,ROBBERY,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES
PUNJAB,FEROZEPUR,2003,51,30,20,2,158,250,0,5,7,32,0
PUNJAB,G.R.P,2003,10,1,1,0,0,26,0,2,3,3,0
PUNJAB,GURDASPUR,2003,23,15,5,0,27,30,0,3,4,4,0
PUNJAB,HOSHIARPUR,2003,38,30,27,7,84,107,0,7,7,13,0
PUNJAB,JAGRAON,2003,23,12,10,0,50,45,0,4,5,9,0
PUNJAB,JALANDHAR,2003,55,33,64,3,256,380,0,9,13,27,0
PUNJAB,KAPURTHALA,2003,22,11,11,0,57,64,0,4,2,3,0
PUNJAB,KHANNA,2003,18,7,10,2,48,52,0,2,2,7,0
PUNJAB,LUDHIANA,2003,64,38,85,1,350,756,0,13,8,72,0
PUNJAB,MAJITHA,2003,42,12,12,0,28,57,0,0,3,15,0
PUNJAB,MANSA,2003,17,11,7,1,35,53,0,3,6,8,0
PUNJAB,MOGA,2003,27,9,14,2,69,102,0,7,3,16,0
PUNJAB,MUKTSAR,2003,15,9,6,3,40,37,0,3,1,12,0
PUNJAB,NAWAN SHAHR,2003,15,14,15,0,64,85,0,4,1,5,0
PUNJAB,PATIALA,2003,49,33,36,4,221,325,0,5,6,28,0
PUNJAB,ROPAR,2003,24,10,19,2,91,122,0,2,8,14,0
PUNJAB,SANGRUR,2003,33,19,18,3,114,154,0,8,12,14,0
PUNJAB,TARN TARAN,2003,32,13,11,0,27,52,0,2,3,7,0
PUNJAB,TOTAL,2003,731,380,464,30,2094,3198,0,108,110,346,0
RAJASTHAN,AJMER,2003,47,36,100,1,372,736,57,48,17,75,0
RAJASTHAN,ALWAR,2003,80,50,81,2,222,1121,11,40,42,114,0
RAJASTHAN,BANSWARA,2003,35,53,54,4,96,128,259,12,3,89,0
RAJASTHAN,BARAN,2003,25,50,66,0,157,398,46,18,3,175,0
RAJASTHAN,BARMER,2003,16,16,26,0,110,196,25,12,17,72,0
RAJASTHAN,BHARATPUR,2003,91,41,105,1,81,841,3,40,30,55,0
RAJASTHAN,BHILWARA,2003,24,42,148,1,262,815,159,48,6,111,0
RAJASTHAN,BIKANER,2003,50,27,41,0,125,352,4,12,14,50,0
RAJASTHAN,BUNDI,2003,28,42,69,1,179,364,71,21,4,152,0
RAJASTHAN,CHITTORGARH,2003,50,78,191,2,329,657,244,39,6,99,0
RAJASTHAN,CHURU,2003,29,22,29,2,99,243,75,1,15,76,0
RAJASTHAN,DAUSA,2003,33,17,40,2,82,411,82,5,3,20,0
RAJASTHAN,DHOLPUR,2003,40,20,32,1,68,226,71,17,21,36,0
RAJASTHAN,DUNGARPUR,2003,30,15,29,0,59,55,105,9,10,50,0
RAJASTHAN,G.R.P.,2003,5,0,3,6,3,536,2,8,2,12,0
RAJASTHAN,GANGANAGAR,2003,59,75,51,0,230,389,10,11,16,69,0
RAJASTHAN,HANUMANGARH,2003,59,56,32,1,161,377,44,15,18,93,0
RAJASTHAN,JAIPUR,2003,92,57,226,4,970,3161,1459,51,32,188,0
RAJASTHAN,JAISALMER,2003,3,3,10,0,32,120,13,3,4,16,0
RAJASTHAN,JALORE,2003,22,6,36,0,69,147,13,8,7,72,0
RAJASTHAN,JHALAWAR,2003,32,50,69,1,156,325,142,31,11,141,0
RAJASTHAN,JHUNJHUNU,2003,41,27,47,0,122,269,87,6,7,50,0
RAJASTHAN,JODHPUR,2003,39,34,96,0,375,1011,101,25,15,96,0
RAJASTHAN,KARAULI,2003,28,34,76,1,30,267,23,10,13,80,0
RAJASTHAN,KOTA,2003,35,35,134,0,324,987,57,41,9,146,0
RAJASTHAN,NAGAUR,2003,45,32,40,2,268,399,15,10,10,115,0
RAJASTHAN,PALI,2003,38,27,80,1,233,318,78,29,9,184,0
RAJASTHAN,RAJSAMAND,2003,21,12,58,0,87,166,122,8,2,32,0
RAJASTHAN,SAWAI MADHOPUR,2003,24,21,42,1,110,303,20,12,10,56,0
RAJASTHAN,SIKAR,2003,33,15,41,0,179,276,159,4,17,44,0
RAJASTHAN,SIROHI,2003,27,11,35,0,113,140,19,10,6,37,0
RAJASTHAN,TONK,2003,20,11,60,0,145,291,182,13,5,45,1
RAJASTHAN,UDAIPUR,2003,61,35,91,2,224,431,294,38,5,65,0
RAJASTHAN,TOTAL,2003,1262,1050,2238,36,6072,16456,4052,655,389,2715,1
SIKKIM,EAST,2003,7,5,0,0,33,41,5,3,0,11,0
SIKKIM,NORTH,2003,1,2,0,0,3,2,0,0,0,0,0
SIKKIM,SOUTH,2003,3,1,0,1,8,19,1,0,0,6,0
SIKKIM,WEST,2003,3,2,0,1,4,3,4,0,0,8,0
SIKKIM,TOTAL,2003,14,10,0,2,48,65,10,3,0,25,0
TAMIL NADU,CHENGAI,2003,84,17,39,4,477,1170,82,25,15,100,0
TAMIL NADU,CHENNAI,2003,71,38,34,6,649,3779,43,74,18,90,0
TAMIL NADU,CHENNAI RLY.,2003,0,0,0,2,0,199,3,15,0,4,0
TAMIL NADU,COIMBATORE RURAL,2003,72,16,19,6,265,1146,321,35,17,79,0
TAMIL NADU,COIMBATORE URBAN,2003,22,4,6,3,173,993,106,29,1,18,0
TAMIL NADU,CUDDALORE,2003,62,19,21,5,121,494,113,19,10,73,0
TAMIL NADU,DHARMAPURI,2003,90,23,41,7,152,332,374,19,16,91,0
TAMIL NADU,DINDIGUL,2003,62,18,23,4,118,467,51,22,3,51,0
TAMIL NADU,ERODE,2003,53,11,46,2,194,676,40,23,2,60,0
TAMIL NADU,KANCHIPURAM,2003,48,31,16,3,131,471,75,3,11,57,0
TAMIL NADU,KANYAKUMARI,2003,38,11,9,4,188,232,6,7,4,22,0
TAMIL NADU,KARUR,2003,26,3,13,3,62,296,15,3,2,5,0
TAMIL NADU,MADURAI RURAL,2003,48,22,31,6,115,383,173,50,13,58,0
TAMIL NADU,MADURAI URBAN,2003,27,7,24,5,83,468,64,12,10,29,0
TAMIL NADU,NAGAPATTINAM,2003,41,5,24,2,82,259,40,5,8,50,0
TAMIL NADU,NAMAKKAL,2003,31,7,22,1,56,257,67,8,6,54,0
TAMIL NADU,NILGIRIS,2003,18,9,3,0,93,144,26,3,0,39,0
TAMIL NADU,PERAMBALUR,2003,31,13,36,0,58,204,57,1,3,65,0
TAMIL NADU,PUDUKOTTAI,2003,32,8,21,1,67,185,162,7,2,52,0
TAMIL NADU,RAMNATHAPURAM,2003,26,10,15,0,59,217,158,5,3,49,0
TAMIL NADU,SALEM RURAL,2003,78,35,69,9,138,357,306,14,10,167,0
TAMIL NADU,SALEM URBAN,2003,15,11,9,3,51,337,14,2,3,11,0
TAMIL NADU,SIVAGANGAI,2003,24,4,25,0,67,231,41,3,4,17,0
TAMIL NADU,THANJAVUR,2003,60,14,53,2,151,452,99,8,1,100,0
TAMIL NADU,THENI,2003,35,6,7,2,69,246,104,14,4,53,0
TAMIL NADU,THIRUNELVELI RURAL,2003,54,43,30,0,150,439,2,10,11,122,0
TAMIL NADU,THIRUNELVELI URBAN,2003,12,4,10,1,39,124,40,9,0,11,0
TAMIL NADU,THIRUVALLUR,2003,25,14,23,3,71,279,140,8,8,70,0
TAMIL NADU,THIRUVANNAMALAI,2003,38,25,26,0,138,358,146,10,6,37,0
TAMIL NADU,THIRUVARUR,2003,14,9,11,0,75,242,70,5,2,71,0
TAMIL NADU,THOOTHUGUDI,2003,76,21,35,3,154,550,205,20,5,76,0
TAMIL NADU,TRICHY RLY.,2003,0,0,0,0,3,47,4,0,0,0,0
TAMIL NADU,TRICHY RURAL,2003,44,7,9,3,59,229,84,9,7,16,1
TAMIL NADU,TRICHY URBAN,2003,17,6,14,1,62,449,10,5,0,5,0
TAMIL NADU,VELLORE,2003,87,20,42,0,179,591,84,5,6,43,0
TAMIL NADU,VILLUPURAM,2003,77,39,52,2,159,412,318,14,6,100,0
TAMIL NADU,VIRUDHUNAGAR,2003,53,27,21,2,141,498,63,13,3,77,0
TAMIL NADU,TOTAL,2003,1591,557,879,95,4849,18213,3706,514,220,2022,1
TRIPURA,DHALAI,2003,40,5,36,4,16,13,35,14,2,8,0
TRIPURA,NORTH,2003,40,36,35,8,27,54,30,27,3,38,0
TRIPURA,SOUTH,2003,38,37,18,6,43,53,81,12,3,54,0
TRIPURA,WEST,2003,136,36,57,18,81,156,128,16,12,27,0
TRIPURA,TOTAL,2003,254,114,146,36,167,276,274,69,20,127,0
UTTAR PRADESH,AGRA,2003,126,27,99,22,203,724,140,60,55,59,0
UTTAR PRADESH,ALIGARH,2003,156,24,92,11,93,454,105,83,33,27,0
UTTAR PRADESH,ALLAHABAD,2003,119,21,57,13,160,359,84,44,40,12,0
UTTAR PRADESH,AMBEDKAR NAGAR,2003,12,7,15,0,24,59,8,10,10,6,0
UTTAR PRADESH,AURAIYA,2003,32,4,24,4,20,43,7,4,16,11,0
UTTAR PRADESH,AZAMGARH,2003,89,6,26,3,76,116,54,76,16,18,0
UTTAR PRADESH,BADAUN,2003,182,31,73,9,76,175,28,47,28,29,0
UTTAR PRADESH,BAGHPAT,2003,81,12,17,4,15,85,13,31,10,9,0
UTTAR PRADESH,BAHRAICH,2003,41,5,12,3,38,47,12,12,7,8,0
UTTAR PRADESH,BALLIA,2003,32,2,5,2,38,81,40,7,8,8,0
UTTAR PRADESH,BALRAMPUR,2003,15,3,7,0,18,24,6,2,3,1,0
UTTAR PRADESH,BANDA,2003,49,10,10,0,24,49,21,9,13,15,0
UTTAR PRADESH,BARABANKI,2003,55,12,26,5,67,114,15,32,16,11,0
UTTAR PRADESH,BAREILLY,2003,194,32,70,16,107,333,48,44,37,27,0
UTTAR PRADESH,BASTI,2003,38,5,11,7,35,76,34,14,14,9,0
UTTAR PRADESH,BIJNOR,2003,81,20,33,4,50,150,29,28,24,23,0
UTTAR PRADESH,BULANDSHAHAR,2003,144,13,36,7,51,324,33,37,25,26,0
UTTAR PRADESH,CHANDOLI,2003,30,3,5,0,17,52,3,7,11,5,0
UTTAR PRADESH,CHITRAKOOT DHAM,2003,30,10,13,0,14,15,6,3,6,7,0
UTTAR PRADESH,DEORIA,2003,34,3,14,3,42,67,63,14,21,7,0
UTTAR PRADESH,ETAH,2003,137,18,55,7,52,131,33,42,38,19,0
UTTAR PRADESH,ETAWAH,2003,44,2,30,4,43,92,15,17,16,12,0
UTTAR PRADESH,FAIZABAD,2003,31,10,11,3,35,59,10,6,4,6,0
UTTAR PRADESH,FATEHGARH,2003,72,7,17,2,35,66,4,11,18,9,0
UTTAR PRADESH,FATEHPUR,2003,73,3,20,1,33,62,13,14,24,4,0
UTTAR PRADESH,FIROZABAD,2003,95,12,63,4,36,186,44,48,30,33,0
UTTAR PRADESH,G.R.P.,2003,19,3,3,13,1,2487,8,48,0,6,0
UTTAR PRADESH,GAUTAMBUDH NAGAR,2003,66,10,27,8,38,425,28,22,14,13,0
UTTAR PRADESH,GHAZIABAD,2003,176,15,73,3,122,931,27,52,17,18,0
UTTAR PRADESH,GHAZIPUR,2003,48,2,8,0,52,62,23,12,11,3,0
UTTAR PRADESH,GONDA,2003,21,5,10,4,49,54,27,11,16,3,0
UTTAR PRADESH,GORAKHPUR,2003,82,13,37,1,136,215,78,42,18,22,0
UTTAR PRADESH,HAMIRPUR,2003,36,10,7,1,11,41,7,3,12,15,0
UTTAR PRADESH,HARDOI,2003,101,24,38,2,40,129,21,34,18,30,0
UTTAR PRADESH,HATHRAS,2003,52,21,38,16,39,141,75,55,10,19,0
UTTAR PRADESH,J.P.NAGAR,2003,62,6,20,3,44,86,22,22,13,4,0
UTTAR PRADESH,JALAUN,2003,68,6,23,3,9,75,10,11,22,11,0
UTTAR PRADESH,JAUNPUR,2003,33,4,16,3,57,100,19,21,22,6,0
UTTAR PRADESH,JHANSI,2003,54,4,20,1,61,123,35,21,8,4,0
UTTAR PRADESH,KANNAUJ,2003,64,4,29,2,33,48,12,11,16,14,0
UTTAR PRADESH,KANPUR DEHAT,2003,37,6,26,5,21,107,20,16,22,15,0
UTTAR PRADESH,KANPUR NAGAR,2003,187,24,84,7,167,830,61,67,43,40,0
UTTAR PRADESH,KAUSHAMBI,2003,56,17,8,0,30,45,11,11,16,7,0
UTTAR PRADESH,KHIRI,2003,99,28,48,4,55,173,36,32,35,30,0
UTTAR PRADESH,KUSHI NAGAR,2003,37,5,18,3,32,70,38,6,12,11,0
UTTAR PRADESH,LALITPUR,2003,12,5,5,0,10,23,11,2,5,4,0
UTTAR PRADESH,LUCKNOW,2003,176,38,118,10,420,1753,108,114,29,63,0
UTTAR PRADESH,MAHARAJGANJ,2003,28,4,13,2,27,30,30,11,4,7,0
UTTAR PRADESH,MAHOBA,2003,32,2,7,0,15,38,10,10,9,13,0
UTTAR PRADESH,MAINPURI,2003,108,7,30,9,26,96,28,31,31,10,0
UTTAR PRADESH,MATHURA,2003,94,16,36,4,61,293,56,46,18,21,0
UTTAR PRADESH,MAU,2003,38,5,11,2,69,65,31,29,9,10,0
UTTAR PRADESH,MEERUT,2003,193,40,85,9,158,665,91,87,31,31,0
UTTAR PRADESH,MIRZAPUR,2003,31,6,11,4,45,68,8,13,12,6,0
UTTAR PRADESH,MORADABAD,2003,156,43,63,12,92,313,39,51,24,25,0
UTTAR PRADESH,MUZAFFARNAGAR,2003,186,32,74,9,59,346,66,98,29,23,0
UTTAR PRADESH,PILIBHIT,2003,63,21,36,6,28,132,22,18,13,9,0
UTTAR PRADESH,PRATAPGARH,2003,44,9,22,1,45,79,34,13,24,7,0
UTTAR PRADESH,RAIBAREILLY,2003,69,20,27,4,64,153,25,19,16,36,0
UTTAR PRADESH,RAMPUR,2003,63,13,24,8,40,126,20,15,12,12,0
UTTAR PRADESH,SAHARANPUR,2003,82,17,63,2,50,230,58,37,10,17,0
UTTAR PRADESH,SANT KABIRNAGAR,2003,19,0,5,0,12,23,19,6,10,5,0
UTTAR PRADESH,SHAHJAHANPUR,2003,162,17,65,4,50,162,12,39,28,17,0
UTTAR PRADESH,SHRAWASTI,2003,15,3,4,0,16,18,3,3,4,2,0
UTTAR PRADESH,SIDHARTHNAGAR,2003,10,2,7,2,17,29,10,3,8,4,0
UTTAR PRADESH,SITAPUR,2003,129,47,58,1,69,287,42,32,50,53,0
UTTAR PRADESH,SONBHADRA,2003,19,5,6,4,19,39,7,3,11,7,0
UTTAR PRADESH,ST.RAVIDASNAGAR,2003,18,2,2,1,31,42,6,7,5,2,0
UTTAR PRADESH,SULTANPUR,2003,62,18,22,2,76,151,15,33,19,10,0
UTTAR PRADESH,UNNAO,2003,111,23,22,4,39,124,33,41,42,28,0
UTTAR PRADESH,VARANASI,2003,74,7,18,4,79,381,41,28,21,4,0
UTTAR PRADESH,TOTAL,2003,5284,911,2208,317,4016,15751,2251,1988,1322,1098,0
UTTARAKHAND,ALMORA,2003,15,1,1,1,23,47,6,9,9,6,0
UTTARAKHAND,BAGESHWAR,2003,11,4,0,0,0,17,1,8,2,3,0
UTTARAKHAND,CHAMOLI,2003,9,4,3,0,36,14,33,1,3,8,0
UTTARAKHAND,CHAMPAWAT,2003,7,1,3,2,9,14,3,2,2,5,0
UTTARAKHAND,DEHRADUN,2003,31,16,30,3,114,311,58,29,11,13,0
UTTARAKHAND,HARIDWAR,2003,75,31,48,4,82,388,85,37,7,21,0
UTTARAKHAND,NAINITAL,2003,31,9,16,2,80,190,34,18,12,15,0
UTTARAKHAND,PAURI GARHWAL,2003,15,7,14,1,55,61,26,13,13,9,0
UTTARAKHAND,PITHORAGARH,2003,5,3,2,1,25,26,14,5,6,7,0
UTTARAKHAND,RUDRA PRAYAG,2003,8,2,3,0,16,9,18,2,7,2,0
UTTARAKHAND,TEHRI GARHWAL,2003,9,6,4,0,32,31,30,0,6,10,0
UTTARAKHAND,UDHAMSINGH NAGAR,2003,46,14,40,12,60,232,58,33,15,29,0
UTTARAKHAND,UTTARKASHI,2003,6,9,7,0,25,28,26,3,0,8,0
UTTARAKHAND,TOTAL,2003,268,107,171,26,557,1368,392,160,93,136,0
WEST BENGAL,24 PARGANAS NORTH,2003,193,92,119,29,29,1988,243,73,24,105,0
WEST BENGAL,24 PARGANAS SOUTH,2003,125,89,81,8,7,1034,250,30,47,105,0
WEST BENGAL,ASANSOL,2003,28,8,11,2,8,75,37,9,4,19,0
WEST BENGAL,BANKURA,2003,41,43,11,11,11,240,51,9,20,31,0
WEST BENGAL,BIRBHUM,2003,51,48,35,4,10,230,174,16,13,51,0
WEST BENGAL,BURDWAN,2003,98,61,33,8,17,370,169,25,26,51,1
WEST BENGAL,COOCHBEHAR,2003,24,53,40,3,9,135,35,5,11,60,0
WEST BENGAL,DAKSHIN DINAJPUR,2003,22,31,32,3,3,84,18,5,8,40,0
WEST BENGAL,DARJEELING,2003,54,24,26,2,6,465,15,13,3,20,0
WEST BENGAL,HOOGHLY,2003,88,39,34,18,25,594,318,29,14,25,0
WEST BENGAL,HOWRAH,2003,25,9,11,3,2,107,47,10,12,7,0
WEST BENGAL,HOWRAH CITY,2003,18,6,12,5,2,275,29,21,5,11,0
WEST BENGAL,HOWRAH G.R.P.,2003,11,0,3,2,0,292,13,8,0,5,0
WEST BENGAL,JALPAIGURI,2003,108,60,29,7,7,474,59,22,4,75,0
WEST BENGAL,KHARAGPUR G.R.P.,2003,2,0,0,6,0,108,3,6,0,0,0
WEST BENGAL,KOLKATA,2003,52,36,108,33,144,3684,200,173,16,185,0
WEST BENGAL,MALDA,2003,48,57,24,5,10,247,46,18,4,67,0
WEST BENGAL,MURSHIDABAD,2003,116,106,91,7,5,391,180,20,17,131,0
WEST BENGAL,NADIA,2003,93,108,59,16,16,658,193,14,23,96,0
WEST BENGAL,PASCHIM MIDNAPUR,2003,77,50,45,30,21,358,245,36,18,31,0
WEST BENGAL,PURAB MIDNAPUR,2003,43,33,52,2,5,143,188,15,37,11,0
WEST BENGAL,PURULIA,2003,46,25,16,6,1,147,36,21,8,34,0
WEST BENGAL,SEALDAH G.R.P.,2003,22,0,3,1,0,207,2,11,1,2,0
WEST BENGAL,SILIGURI G.R.P.,2003,6,0,2,1,0,89,7,3,0,1,0
WEST BENGAL,UTTAR DINAJPUR,2003,34,24,25,5,4,218,38,6,14,23,0
WEST BENGAL,TOTAL,2003,1425,1002,902,217,342,12613,2596,598,329,1186,1
A & N ISLANDS,ANDAMAN,2003,16,2,2,1,56,58,19,7,0,9,0
A & N ISLANDS,NICOBAR,2003,5,0,0,1,0,2,0,0,0,0,0
A & N ISLANDS,TOTAL,2003,21,2,2,2,56,60,19,7,0,9,0
CHANDIGARH,CHANDIGARH,2003,21,18,32,3,204,1238,46,12,1,11,0
CHANDIGARH,TOTAL,2003,21,18,32,3,204,1238,46,12,1,11,0
D & N HAVELI,D and N HAVELI,2003,11,1,7,4,41,61,17,6,0,4,0
D & N HAVELI,TOTAL,2003,11,1,7,4,41,61,17,6,0,4,0
DAMAN & DIU,DAMAN,2003,6,4,1,4,37,44,29,1,0,3,0
DAMAN & DIU,DIU,2003,0,1,0,0,4,2,2,0,1,0,0
DAMAN & DIU,TOTAL,2003,6,5,1,4,41,46,31,1,1,3,0
DELHI UT,CENTRAL,2003,29,20,63,2,102,1187,0,14,4,29,0
DELHI UT,DELHI UT TOTAL,2003,485,490,1156,28,1898,15544,80,441,130,489,0
DELHI UT,EAST,2003,44,37,158,4,179,1757,9,39,15,73,0
DELHI UT,G.R.P.(RLY),2003,8,0,6,0,0,1015,2,14,3,4,0
DELHI UT,I.G.I. AIRPORT,2003,2,0,2,0,0,74,3,4,0,5,0
DELHI UT,NEW DELHI,2003,7,8,24,1,58,863,4,16,1,20,0
DELHI UT,NORTH,2003,32,34,63,1,81,923,7,35,4,16,0
DELHI UT,NORTH EAST,2003,54,53,182,4,130,796,4,56,20,41,0
DELHI UT,NORTH WEST,2003,106,128,301,6,390,2191,7,93,27,102,0
DELHI UT,S.T.F.,2003,0,0,0,0,0,0,0,0,0,0,0
DELHI UT,SOUTH,2003,86,83,134,4,375,3307,19,57,24,89,0
DELHI UT,SOUTH WEST,2003,45,57,118,3,368,1396,21,60,22,52,0
DELHI UT,WEST,2003,72,70,105,3,215,2035,4,53,10,58,0
LAKSHADWEEP,LAKSHADWEEP,2003,0,2,0,0,6,8,4,0,0,1,0
LAKSHADWEEP,TOTAL,2003,0,2,0,0,6,8,4,0,0,1,0
PUDUCHERRY,PONDICHERRY,2003,29,2,18,2,126,567,159,11,1,56,0
PUDUCHERRY,TOTAL,2003,29,2,18,2,126,567,159,11,1,56,0
ANDHRA PRADESH,ADILABAD,2004,113,50,48,4,177,256,88,9,14,135,0
ANDHRA PRADESH,ANANTAPUR,2004,152,20,51,8,208,442,143,35,11,196,0
ANDHRA PRADESH,CHITTOOR,2004,105,28,69,8,337,1055,82,17,22,116,0
ANDHRA PRADESH,CUDDAPAH,2004,96,14,39,3,111,275,74,5,7,118,0
ANDHRA PRADESH,CYBERABAD,2004,145,40,69,12,941,1697,32,43,43,106,0
ANDHRA PRADESH,EAST GODAVARI,2004,96,31,47,3,392,1106,105,17,13,112,0
ANDHRA PRADESH,GUNTAKAL RLY.,2004,8,0,0,1,0,177,0,1,0,1,0
ANDHRA PRADESH,GUNTUR,2004,163,46,88,5,349,1479,133,36,32,186,0
ANDHRA PRADESH,HYDERABAD CITY,2004,121,56,136,11,1359,5735,141,71,29,144,2
ANDHRA PRADESH,KARIMNAGAR,2004,123,85,124,7,236,540,184,25,61,370,0
ANDHRA PRADESH,KHAMMAM,2004,108,43,70,6,242,482,122,23,18,176,0
ANDHRA PRADESH,KRISHNA,2004,60,33,28,4,197,732,53,13,13,182,0
ANDHRA PRADESH,KURNOOL,2004,112,29,46,5,179,328,125,15,6,242,0
ANDHRA PRADESH,MAHABOOBNAGAR,2004,183,56,63,15,290,479,171,36,21,164,0
ANDHRA PRADESH,MEDAK,2004,127,52,49,10,257,505,53,19,41,86,0
ANDHRA PRADESH,NALGONDA,2004,118,46,72,4,205,401,115,26,34,200,0
ANDHRA PRADESH,NELLORE,2004,94,107,72,49,421,873,263,40,11,173,0
ANDHRA PRADESH,NIZAMABAD,2004,96,24,56,14,349,360,81,29,17,74,0
ANDHRA PRADESH,PRAKASHAM,2004,103,19,44,8,158,298,45,22,6,130,0
ANDHRA PRADESH,RANGA REDDY,2004,73,25,26,0,170,205,42,11,17,49,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2004,8,0,0,0,1,367,2,0,2,1,0
ANDHRA PRADESH,SRIKAKULAM,2004,26,15,15,2,108,196,26,3,14,58,0
ANDHRA PRADESH,VIJAYAWADA,2004,46,19,76,4,555,2272,12,29,10,132,0
ANDHRA PRADESH,VIJAYAWADA RLY.,2004,1,0,0,0,0,288,7,1,0,6,0
ANDHRA PRADESH,VISAKHA RURAL,2004,50,18,12,2,79,184,62,6,3,54,0
ANDHRA PRADESH,VISAKHAPATNAM,2004,27,12,27,1,333,733,3,12,1,24,0
ANDHRA PRADESH,VIZIANAGARAM,2004,42,14,8,4,106,196,15,8,6,53,0
ANDHRA PRADESH,WARANGAL,2004,111,53,125,9,352,670,304,31,43,228,0
ANDHRA PRADESH,WEST GODAVARI,2004,72,81,66,0,345,1247,57,13,17,301,0
ANDHRA PRADESH,TOTAL,2004,2579,1016,1526,199,8457,23578,2540,596,512,3817,2
ARUNACHAL PRADESH,CHANGLANG,2004,8,9,7,7,17,27,6,1,0,1,0
ARUNACHAL PRADESH,DIBANG VALLEY,2004,1,3,3,1,9,15,12,3,0,0,0
ARUNACHAL PRADESH,K/KUMEY,2004,5,0,1,2,4,2,1,0,0,0,0
ARUNACHAL PRADESH,KAMENG EAST,2004,4,0,2,0,18,11,4,0,0,4,0
ARUNACHAL PRADESH,KAMENG WEST,2004,3,2,4,1,5,24,1,4,0,1,0
ARUNACHAL PRADESH,LOHIT,2004,10,5,7,5,13,23,1,4,0,8,0
ARUNACHAL PRADESH,PAPUM PARE,2004,7,4,8,6,51,132,1,7,0,8,0
ARUNACHAL PRADESH,SIANG EAST,2004,1,11,14,4,20,41,14,5,0,11,0
ARUNACHAL PRADESH,SIANG UPPER,2004,1,1,0,0,9,10,0,0,0,2,0
ARUNACHAL PRADESH,SIANG WEST,2004,3,6,10,3,25,44,21,6,0,8,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2004,8,0,1,0,12,7,1,5,0,1,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2004,10,0,4,0,10,18,1,8,0,3,0
ARUNACHAL PRADESH,TAWANG,2004,0,0,0,0,6,11,2,0,0,13,0
ARUNACHAL PRADESH,TIRAP,2004,3,1,4,1,14,21,0,2,0,1,0
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2004,3,0,0,0,2,2,0,0,0,0,0
ARUNACHAL PRADESH,TOTAL,2004,67,42,65,30,215,388,65,45,0,61,0
ASSAM,BARPETA,2004,48,50,74,21,84,238,241,28,8,25,0
ASSAM,BONGAIGAON,2004,36,41,52,10,48,136,91,10,3,12,0
ASSAM,C.I.D.,2004,0,0,0,0,0,0,0,0,0,0,0
ASSAM,CACHAR,2004,46,46,112,21,249,411,388,15,4,114,0
ASSAM,DARRANG,2004,69,55,59,33,126,262,93,31,7,55,0
ASSAM,DHEMAJI,2004,17,53,53,2,29,125,24,5,0,33,0
ASSAM,DHUBRI,2004,53,79,75,21,68,136,546,11,9,110,0
ASSAM,DIBRUGARH,2004,125,58,88,7,107,350,62,14,4,50,0
ASSAM,G.R.P.,2004,17,2,3,10,8,166,7,10,0,2,0
ASSAM,GOALPARA,2004,35,50,53,16,67,100,21,9,3,8,0
ASSAM,GOLAGHAT,2004,71,62,91,14,91,310,4,34,0,31,0
ASSAM,GUWAHATI CITY,2004,21,88,295,20,534,867,504,78,3,45,0
ASSAM,HAILAKANDI,2004,25,18,32,5,62,47,108,2,2,4,0
ASSAM,JORHAT,2004,38,32,34,2,62,150,53,12,0,32,0
ASSAM,KAMRUP,2004,15,59,193,20,170,298,417,54,3,26,0
ASSAM,KARBI ANGLONG,2004,57,14,20,15,19,102,40,20,0,8,0
ASSAM,KARIMGANJ,2004,40,32,36,5,57,101,201,3,8,4,0
ASSAM,KOKRAJHAR,2004,63,33,31,7,56,104,52,13,2,41,0
ASSAM,LAKHIMPUR,2004,31,56,97,10,2,291,81,13,1,46,0
ASSAM,MORIGAON,2004,19,36,43,1,28,81,74,6,2,12,0
ASSAM,N.C.HILLS,2004,7,1,9,2,23,42,3,6,0,3,0
ASSAM,NAGAON,2004,79,91,139,61,237,433,346,32,6,69,0
ASSAM,NALBARI,2004,37,29,61,8,81,129,10,19,3,48,0
ASSAM,R.P.O.,2004,6,5,0,7,2,21,20,1,0,2,0
ASSAM,SIBSAGAR,2004,55,49,81,2,67,238,62,9,0,12,0
ASSAM,SONITPUR,2004,87,87,108,23,181,392,156,33,5,60,0
ASSAM,TINSUKIA,2004,117,45,67,17,86,336,11,37,1,31,0
ASSAM,TOTAL,2004,1214,1171,1906,360,2544,5866,3615,505,74,883,0
BIHAR,ARARIA,2004,66,34,84,34,42,186,325,60,11,13,0
BIHAR,ARWAL,2004,36,2,9,9,6,54,31,23,16,0,0
BIHAR,AURANGABAD,2004,77,18,31,41,80,214,235,46,40,0,0
BIHAR,BAGAHA,2004,49,23,88,7,24,66,153,15,5,12,0
BIHAR,BANKA,2004,71,44,40,44,65,99,175,26,25,5,0
BIHAR,BEGUSARAI,2004,107,23,123,19,71,323,204,83,15,5,0
BIHAR,BETTIAH,2004,108,128,226,23,55,301,682,52,29,9,0
BIHAR,BHABHUA,2004,59,20,47,15,85,146,165,26,28,8,0
